trader,win_rate,avg_trade_size,total_trade_volume,total_trade_number,frequency,net_gains_loss,avg_odds,profit_per_trade,win_rate_ignore_sales,avg_trade_size_ignore_sales,total_trade_volume_ignore_sales,total_trade_number_ignore_sales,frequency_ignore_sales,net_gains_loss_ignore_sales,avg_odds_ignore_sales,profit_per_trade_ignore_sales,category_Crypto,category_Economics,category_Other/Misc,category_Politics,category_Pop Culture,category_Sports,kmeans_cluster,hdbscan_cluster,tsne_1,tsne_2
0x4947C1145a854f7620464D9093Eb3bEf3a1beeAF,0.8786571642910728,11.362725326706675,60586.051442,5332,205.07692307692307,54419.0526029185,0.1167740051369844,10.206123894020724,0.4395886889460154,7.291662609254499,2836.456755,389,14.961538461538462,-426.12175173340006,0.4312853284908261,-1.095428667695116,False,False,True,False,False,False,2,-1,28.493813,17.771912
0x49c763Db0d83cf6c0A994AC55c68E57De8E51d01,0.3524590163934426,55.77857997540984,6804.986757000001,122,0.3027295285359802,27.580731825561724,0.5128916312340973,0.2260715723406698,0.3709677419354839,51.7402444516129,3207.895156,62,0.1538461538461538,-65.7885606140443,0.3726451317122254,-1.0611058163555531,False,False,True,False,False,False,4,-1,-11.3711,-33.37558
0x4E6Ec600D7e7D0E82aFb895021A406172997fF6E,0.5124378109452736,6.283950248756219,1263.074,201,6.7,4.324975000000005,0.5571442786069652,0.0215172885572139,0.5660377358490566,6.345377358490566,672.61,106,3.533333333333333,-8.348299999999998,0.5724433962264152,-0.0787575471698113,False,False,True,False,False,False,1,-1,-19.897781,32.32252
0x4aB3180adD2341226e218999D72fC9E7c0D75Fc2,0.4514767932489451,36.98515611814346,8765.482,237,1.0440528634361232,13.96815900000006,0.3847426160337552,0.0589373797468356,0.344,33.386056,4173.2570000000005,125,0.5530973451327433,-9.375454000000078,0.344672,-0.0750036320000006,False,False,True,False,False,False,4,19,-21.608355,-32.761326
0x4af86037E742Ab2a222Dd4f28eDDbB1F6DfeA0eb,0.47,13.67431862,1367.431862,100,33.333333333333336,72.19857935933274,0.4739526490415293,0.7219857935933274,0.3518518518518518,16.222142407407407,875.99569,54,18.0,-208.81806620694695,0.4651505688415326,-3.867001226054574,False,False,True,False,False,False,1,-1,-7.7806206,32.21946
0x4e81e21564fDaF6aAE79150d03d90E9d08fe7039,0.3978494623655914,56.56639778853047,15782.024983,279,93.0,-48.4817161214602,0.9907813511107274,-0.1737695918331906,1.0,47.3933802072072,5260.665203,111,37.0,48.48149783278459,0.9907657586258825,0.4367702507458071,False,False,True,False,False,False,3,3,61.963303,3.8098066
0x50e5177361165325c4c74fD505ddE40502FEf166,0.719047619047619,52.81290361904762,33272.12928,630,105.0,31.912166530000054,0.4806555555555555,0.0506542325873016,0.7032258064516129,54.579455129032254,16919.63109,310,51.66666666666666,52.25806500000002,0.6984354838709677,0.1685744032258065,False,False,True,False,False,False,3,-1,16.976065,19.427374
0x50f58941283fd60F3C16B87bCb9D856296AE56a7,0.1047619047619047,6.881943676190477,722.604086,105,0.2815013404825737,-8.59944196791033,0.5914380717528137,-0.0818994473134317,0.1025641025641025,2.736878564102564,106.738264,39,0.1797235023041474,-69.28643152000002,0.1202820530862118,-1.7765751671794878,False,False,True,False,False,False,0,6,-60.14349,-17.645737
0x5130687cA41BB2D3ef95840a5C15C80a3C8f22C8,0.4850498338870432,5.443643126245847,1638.536581,301,6.840909090909091,3.407383674707843,0.7168282542597653,0.0113202115438798,0.7162162162162162,5.662069121621622,837.98623,148,3.363636363636364,-4.341448848035672,0.7110207223363565,-0.0293341138380788,False,False,True,False,False,False,1,-1,-2.9396076,53.986378
0x5244A7F440bA5b8125AdA0bD47cBfF887CB623d9,0.4533887301999481,39.57832651337315,152416.135403,3851,85.57777777777778,-68.25434557303088,0.5165045672011362,-0.0177237978636797,0.4737895158063225,29.684634200480197,74181.900867,2499,55.53333333333333,-8587.708023518793,0.4685185870902035,-3.436457792524527,False,False,True,False,False,False,2,-1,30.981167,13.900371
0x527384120e8f94B35D9495AB9a624C2Dd8817ecD,0.5504587155963303,1109.450303009174,120930.083028,109,5.7368421052631575,14050.439014857877,0.7229633002230443,128.90311022805392,0.6785714285714286,727.7506098571428,61131.051228,84,4.421052631578948,4220.5646718378775,0.6712023776703789,50.2448175218795,False,False,True,False,False,False,3,-1,29.96899,-17.196577
0x544E361856A8f050555D33efe73AD82778aADC84,0.7006369426751592,72.4551425923567,11375.457387,157,6.826086956521739,-207.75056730590828,0.6964183562702142,-1.323252021056741,0.9264705882352942,130.4980275588235,8873.865874,68,2.9565217391304346,-330.9267741273125,0.9807794482545656,-4.866570207754596,False,False,True,False,False,False,3,4,48.1563,-2.959682
0x5572Fde12e6Df773F727444d04DD1961ba6C8093,0.2,82.46955813076923,10721.042557,130,0.3581267217630854,32.004581859189635,0.5351067592492044,0.2461890912245356,0.2,95.73353441818182,5265.344393,55,0.1515151515151515,-14.94532180283922,0.1825433212205695,-0.2717331236879858,False,False,True,False,False,False,0,-1,-13.510487,-53.34804
0x56d1fbe50415b1F739f3C63d2B4e8A1e8566A59D,0.46,120.76617622,12076.617622,100,0.6535947712418301,140.9024092715951,0.4924799981596006,1.409024092715951,0.4561403508771929,103.32469092982456,5889.507383,57,0.3725490196078431,-1260.479718860538,0.4632807048451933,-22.11367927825505,False,False,False,True,False,False,4,1,58.08534,-38.27841
0x5D73b813544368032C8D96BA6d18D648e369D8af,0.4771428571428571,12.48501202,4369.754207,350,3.932584269662921,-22.93150095823848,0.5026987477820288,-0.0655185741663956,0.483695652173913,10.98115377173913,2020.532294,184,2.067415730337079,-508.4214251458004,0.4855168926563513,-2.763159919270654,False,False,True,False,False,False,1,-1,-15.498132,14.640836
